id,round,image_id,caption,question_id,question,answer_id,answer
1617,7,504759,a lady with blonde hair waits outside the red royal mail van,30672,can you tell if this is a city,27520,no cannot tell
1617,8,504759,a lady with blonde hair waits outside the red royal mail van,6283,"are they side by side, or 1 behind the other",25036,"they are near one another, about a person length each"
1617,9,504759,a lady with blonde hair waits outside the red royal mail van,34430,can you see other vehicles,32463,no only the van
1617,10,504759,a lady with blonde hair waits outside the red royal mail van,20138,is the van open,30612,it is closed
1618,1,123710,a small bookcase stands in a room with sun hitting it,2013,is the bookcase wood,4754,yes
1618,2,123710,a small bookcase stands in a room with sun hitting it,9923,how many shelves,33713,5
1618,3,123710,a small bookcase stands in a room with sun hitting it,36009,what is on the bookcase,12866,"books, and clocks"
1618,4,123710,a small bookcase stands in a room with sun hitting it,32364,can you see any book titles,24749,"no, too far"
1618,5,123710,a small bookcase stands in a room with sun hitting it,28979,what time does the clock say,1084,3:41
1618,6,123710,a small bookcase stands in a room with sun hitting it,8737,is there other furniture visible,4754,yes
1618,7,123710,a small bookcase stands in a room with sun hitting it,28101,what types,24760,"speaker, couch, and tv"
1618,8,123710,a small bookcase stands in a room with sun hitting it,22233,what color is the couch,8627,yellow
1618,9,123710,a small bookcase stands in a room with sun hitting it,25973,is the tv turned on,8537,can't tell
1618,10,123710,a small bookcase stands in a room with sun hitting it,21018,are there cushions on the couch,8537,can't tell
1619,1,466980,plantains displayed for sale with other fruits in the background,31215,are there women,15736,no
1619,2,466980,plantains displayed for sale with other fruits in the background,8811,are there men,15736,no
1619,3,466980,plantains displayed for sale with other fruits in the background,29841,are there fruit stands,4754,yes
1619,4,466980,plantains displayed for sale with other fruits in the background,1870,is it sunny,8132,could be hard to tell
1619,5,466980,plantains displayed for sale with other fruits in the background,32182,is this at a fruit market,4754,yes
1619,6,466980,plantains displayed for sale with other fruits in the background,36566,can you see the fruit,9302,yes a lot of it
1619,7,466980,plantains displayed for sale with other fruits in the background,35651,does it look fresh,4754,yes
1619,8,466980,plantains displayed for sale with other fruits in the background,13927,name 1 of the fruits you see,24191,pineapple
1619,9,466980,plantains displayed for sale with other fruits in the background,32606,do they have lots of pineapple there,16003,can't tell how many they are in the background
1619,10,466980,plantains displayed for sale with other fruits in the background,33302,name 1 more fruit,670,mango
1620,1,63155,a white and brown dog plays with a toy in the floor near a tan shoe,14945,color pic,4754,yes
1620,2,63155,a white and brown dog plays with a toy in the floor near a tan shoe,23287,inside,4754,yes
1620,3,63155,a white and brown dog plays with a toy in the floor near a tan shoe,8171,in the kitchen,15736,no
1620,4,63155,a white and brown dog plays with a toy in the floor near a tan shoe,27067,in the bathroom,15736,no
1620,5,63155,a white and brown dog plays with a toy in the floor near a tan shoe,1267,in the bedroom,1241,quite possibly hard to tell
1620,6,63155,a white and brown dog plays with a toy in the floor near a tan shoe,40719,in the living room,22168,perhaps can only see a corner of the room
1620,7,63155,a white and brown dog plays with a toy in the floor near a tan shoe,34692,are they happy,4754,yes
1620,8,63155,a white and brown dog plays with a toy in the floor near a tan shoe,10342,is there poop on the floor,15736,no
1620,9,63155,a white and brown dog plays with a toy in the floor near a tan shoe,28993,is the tan shoe leather,5689,suede
1620,10,63155,a white and brown dog plays with a toy in the floor near a tan shoe,4302,is it a top sider,4754,yes
1621,1,159622,a shower with white tiles and a window in it for light,13970,are there any towels,4754,yes
1621,2,159622,a shower with white tiles and a window in it for light,31029,is there bath soap,15736,no
1621,3,159622,a shower with white tiles and a window in it for light,1154,what color are the towels,20845,1 is a light brown and the other a dark brown
1621,4,159622,a shower with white tiles and a window in it for light,28963,what color is the shower head,17416,i can't see it
1621,5,159622,a shower with white tiles and a window in it for light,8565,is there a toilet,4754,yes
1621,6,159622,a shower with white tiles and a window in it for light,24241,is the shower clean or dirty,18436,it appears clean
1621,7,159622,a shower with white tiles and a window in it for light,7654,is there toilet paper,4754,yes
1621,8,159622,a shower with white tiles and a window in it for light,40953,is there a mirror,15736,no
1621,9,159622,a shower with white tiles and a window in it for light,41758,do you see the floor,4754,yes
1621,10,159622,a shower with white tiles and a window in it for light,2864,is the window closed or open,24288,i can't tell
1622,1,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",6553,can you see roads,15736,no
1622,2,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",25130,what color are the signs,19824,blue with white writing
1622,3,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",18581,how many signs are there,33713,5
1622,4,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",29570,can you see any people,15736,no
1622,5,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",1947,can you see any buildings,4754,yes
1622,6,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",31813,can you tell if it is day or night,32253,day
1622,7,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",19415,when can you not turn left onto lexington,310,it's a 1 way
1622,8,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",645,does it seem to be a sunny day or a cloudy day,7003,cloudy
1622,9,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",25252,what color is the signpost,13846,black
1622,10,115555,"several signs are on 1 post, describing the intersection of east 42nd st and lexington ave in new york city, and indicating that lexington is one-way, and that you may not turn left onto it at certain times",37794,can you see other traffic signs signals,4754,yes
1623,1,348840,a man holds a knife to another man's neck from behind,31421,is the picture in color,4754,yes
1623,2,348840,a man holds a knife to another man's neck from behind,18621,are they inside or outside,30984,"can't tell, it's all black background"
1623,3,348840,a man holds a knife to another man's neck from behind,26246,can you see the man's face,4754,yes
